S no,ID,Original_Language,original_title,Release_Date,IMDB Ratings ,Vote_Count,Genre,Overview,Revenue(in $),Runtime(in min),Tagline
2801,501907,en,a beautiful day in the neighborhood,07-09-2019,7,1067,['Drama'],"An award-winning cynical journalist, Lloyd Vogel, begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers, Vogel's perspective on life is transformed.","$67,760,877.00",109,Neighbor. Icon. Friend.
2802,33871,en,"merry christmas, drake & josh",05-12-2008,7.5,170,"['Comedy', 'TV Movie']",Step brothers Drake and Josh must give a foster family the best Christmas ever or face years in jail for a Christmas party gone wrong.,$0.00,94,
2803,9655,en,she's the man,17-03-2006,6.8,2345,"['Comedy', 'Drama', 'Family', 'Romance']","Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.","$33,889,159.00",105,"If you wanna chase your dream, sometimes you gotta break the rules."
2804,8536,en,superman ii,04-12-1980,6.7,1695,"['Science Fiction', 'Action', 'Adventure']","Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by General Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.","$190,000,000.00",127,The Man of Steel meets his match!
2805,11531,en,book of shadows: blair witch 2,27-10-2000,4.3,561,"['Mystery', 'Thriller', 'Horror']","Young adults become fascinated by the events of the three missing filmmakers in Maryland, so they decide to go into the same woods and find out what really happened.","$47,737,094.00",90,Evil Doesn't Die.
2806,239,en,some like it hot,19-03-1959,8.2,2554,"['Comedy', 'Music', 'Romance', 'Crime']","Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.","$25,000,000.00",122,
2807,199,en,star trek: first contact,22-11-1996,7.3,1318,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.","$150,000,000.00",111,Resistance is futile.
2808,770,en,gone with the wind,16-02-1940,8,3098,"['Drama', 'War', 'Romance']","The spoiled daughter of a well-to-do plantation owner is forced to use every means at her disposal to claw her way out of poverty, following Maj. Gen. William Sherman's destructive ""March to the Sea,â€ during the American Civil War.","$402,000,000.00",233,The greatest romance of all time!
2809,340442,en,pilgrimage,23-04-2017,5.9,208,"['Action', 'Adventure', 'Drama']",In 13th century Ireland a group of monks must escort a sacred relic across an Irish landscape fraught with peril.,$0.00,96,A journey paved in blood
2810,18501,en,gamer,03-09-2009,5.7,1824,"['Action', 'Thriller', 'Science Fiction']","Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon controls Kable, the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind.","$40,828,540.00",95,"In the near future, you don't live to play... you'll play to live."
2811,525460,en,welcome home,16-11-2018,5.2,242,"['Thriller', 'Horror']",A couple try to repair their damaged union in an Italian vacation paradise. Then they discover the owner's intentions.,$0.00,97,Betrayal hurts. Jealousy kills.
2812,434757,en,barbie video game hero,01-02-2017,7.1,180,"['Animation', 'Family', 'Science Fiction']","Get ready to power up! When Barbie magically gets pulled into her favorite video game, she is excited to see she's transformed into a fun roller-skating character. In the game, she meets Cutie, the lovable cloud-shaped friend, and Bella, the roller-skating princess. Together, they soon discover a mischievous emoji is trying to take control of the game. As they travel from level to level, Barbie must rely on her amazing gaming skills and out-of-the box thinking to save her team and beat the game!",$0.00,72,
2813,421658,en,final score,07-09-2018,6.1,354,['Action'],"When a stadium is seized by a group of heavily armed criminals during a major sporting event, an ex-soldier must use all his military skills to save both the daughter of a fallen comrade and the huge crowd unaware of the danger.",$0.00,105,It's all about to kick off
2814,50348,en,the lincoln lawyer,17-03-2011,7.2,2379,"['Crime', 'Drama', 'Thriller']",A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,"$85,412,898.00",119,This Case is a Dangerous Game of Life and Death.
2815,140823,en,saving mr. banks,16-11-2013,7.4,2760,"['Comedy', 'Drama', 'History']","Author P.L. Travers looks back on her childhood while reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.","$113,000,000.00",125,"Where her book ended, their story began."
2816,170687,en,the boxtrolls,10-09-2014,6.7,1347,"['Animation', 'Comedy', 'Family', 'Fantasy']","An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.","$108,000,000.00",97,When troubles strikes friends stack together
2817,184346,en,deliver us from evil,01-07-2014,6.2,1579,"['Thriller', 'Crime', 'Horror']","When a frightening wave of violence sweeps through New York City, troubled cop Sarchie fails to find a rational explanation for the bizarre crimes. However, his eyes are opened to a frightening alternate reality when renegade Jesuit priest Mendoza convinces him that demonic possession may be to blame for the gruesome murders. Together, they wage a valiant supernatural struggle to rid the city of an otherworldly evil.","$87,937,815.00",118,You havenâ€™t seen true evil.
2818,412519,en,honey 3: dare to dance,30-11-2016,6.7,182,"['Music', 'Drama', 'Family', 'Romance']","While attending college in Cape Town, Melea Martin feels constrained by the school's strict policies, and decides to set out on her own. Searching for a way to use her talents as a dancer and inspire the community around her, Melea rents a failing theater in order to put on a Hip-Hop Romeo and Juliet performance. But much like the Capulets and Montagues, conflicts between cast members threaten to bring the whole performance to a halt...",$0.00,97,
2819,9064,en,hellbound: hellraiser ii,23-12-1988,6.4,726,['Horror'],"Doctor Channard is sent a new patient, a girl warning of the terrible creatures that have destroyed her family, Cenobites who offer the most intense sensations of pleasure and pain. But Channard has been searching for the doorway to Hell for years, and Kirsty must follow him to save her father and witness the power struggles among the newly damned.","$12,090,735.00",97,Time to play.
2820,663459,en,jungle beat: the movie,02-07-2020,7.2,90,"['Family', 'Animation', 'Science Fiction', 'Comedy']",The Jungle Beat animals think itâ€™s the best thing ever when an alien arrives in the jungle bringing with him the power of speech. They also surprisingly think itâ€™s the best thing ever when they find out that heâ€™s been sent to conquer them.,$0.00,84,Home is where the hugs are.
2821,433808,en,the ritual,11-10-2017,6.2,2091,"['Horror', 'Thriller', 'Mystery']","A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.","$1,785,977.00",94,Your darkest dream awaits you.
2822,319,en,true romance,09-09-1993,7.6,1975,"['Action', 'Thriller', 'Crime', 'Romance']","Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.","$12,600,000.00",120,"Stealing, Cheating, Killing. Who said romance was dead?"
2823,49049,en,dredd,07-09-2012,6.8,3912,"['Action', 'Science Fiction']","In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isnâ€™t as easy as it seems in this explosive adaptation of the hugely popular comic series.","$41,037,742.00",95,Judgement is coming
2824,372343,en,the snowman,12-10-2017,5.2,1801,"['Crime', 'Thriller', 'Horror']",Detective Harry Hole investigates the disappearance of a woman whose pink scarf is found wrapped around an ominous looking snowman.,"$43,203,413.00",119,"Soon the first snow will come, and then he will kill again."
2825,7461,en,vantage point,01-02-2008,6.4,1594,"['Drama', 'Action', 'Thriller', 'Crime']",The attempted assassination of the American president is told and re-told from several different perspectives.,"$151,000,000.00",90,8 Strangers. 8 points of view. 1 Truth.
2826,11011,en,riâ¢hie riâ¢h,19-12-1994,5.8,1722,"['Comedy', 'Family']","Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.","$38,087,756.00",95,An adventure so big... even the world's richest kid can't afford to miss it!
2827,36669,en,die another day,17-11-2002,6,2672,"['Adventure', 'Action', 'Thriller']","James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.","$432,000,000.00",133,He's never been cooler.
2828,68734,en,argo,22-03-2012,7.3,6757,"['Drama', 'Thriller']","As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.","$232,000,000.00",120,The movie was fake. The mission was real.
2829,402529,en,all eyez on me,12-06-2017,6.7,981,"['Music', 'Drama']","All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing.","$44,922,302.00",139,Legends never die
2830,8838,en,mercury rising,03-04-1998,6.2,1150,"['Action', 'Crime', 'Drama', 'Thriller']","Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.","$93,107,289.00",111,Someone knows too much.
2831,77499,en,barbie: a perfect christmas,03-11-2011,6.6,223,"['Animation', 'Family']","Join Barbie and her sisters Skipper, Stacie and Chelsea as their holiday vacation plans turn into a most unexpected adventure and heartwarming lesson. After a snowstorm diverts their plane, the girls find themselves far from their New York destination and their holiday dreams. Now stranded at a remote inn in the tiny town of Tannenbaum, the sisters are welcomed by new friends and magical experiences. In appreciation for the wonderful hospitality they receive, they use their musical talents to put on a performance for the whole town. Barbie and her sisters realize the joy of being together is what really makes A Perfect Christmas!",$0.00,74,
2832,877690,en,debbie macomber's a mrs. miracle christmas,06-11-2021,2,1,"['TV Movie', 'Drama', 'Romance']","When a family faces loneliness and loss of faith, Mrs. Miracle swoops in to renew their Christmas Spirit, and they experience a holiday of heavenly proportions.",$0.00,84,
2833,502425,en,escape from pretoria,06-03-2020,7.3,829,"['Drama', 'History', 'Thriller']","South Africa, 1978. Tim Jenkin and Stephen Lee, two white political activists from the African National Congress imprisoned by the apartheid regime, put a plan in motion to escape from the infamous Pretoria Prison.",$0.00,102,Survival is key
2834,14636,en,the condemned,27-04-2007,6,558,"['Action', 'Thriller']","Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.","$8,642,858.00",113,"10 Will Fight, 9 Will Die. You Get To Watch."
2835,226857,en,endless love,12-02-2014,6.9,1412,"['Drama', 'Romance']",A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,"$34,077,920.00",103,Say Goodbye To Innocence
2836,759902,en,hunter hunter,18-12-2020,6.7,132,"['Horror', 'Thriller']","A fur trapper leaves his wife and daughter behind to kill a rogue wolf in the remote wilderness, but they soon become increasingly worried when a severely injured man shows up to disrupt their peaceful existence.",$0.00,93,Hunt or be hunted
2837,443297,en,moontrap: target earth,07-02-2017,4.6,48,"['Action', 'Science Fiction', 'Adventure']",A long forgotten ancient spacecraft discovered on Earth. Investigations carried out by Scout transport her to the moon whereupon she meets the impressive machines preserving the wisdom of that long lost civilization.,$0.00,81,
2838,2270,en,stardust,09-08-2007,7.2,3153,"['Adventure', 'Fantasy', 'Romance', 'Family']","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.","$136,000,000.00",127,This Summer A Star Falls. The Chase Begins.
2839,457136,en,mary queen of scots,07-12-2018,6.6,1400,"['Drama', 'History']","In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled.","$37,807,625.00",124,Bow to No One
2840,526019,en,like a boss,09-01-2020,6.4,521,['Comedy'],"Two female friends with very different ideals decide to start a beauty company together. One is more practical, while the other wants to earn her fortune and live a lavish lifestyle.","$26,925,979.00",83,The world of beauty is about to get ugly.
2841,168530,en,ride along,07-01-2014,6.2,1806,"['Action', 'Comedy']","For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.","$154,000,000.00",99,Propose to this cop's sister? Rookie mistake.
2842,889651,en,yuujou: the friendship experiment,08-11-2021,0,0,['Documentary'],Six travellers want to create a circle of friendship across the globe. In 100 days they travel from Berlin to Tokyo and follow one rule: they always meet a friend of their previous host.,$0.00,68,
2843,45269,en,the king's speech,06-09-2010,7.7,7070,"['Drama', 'History']","The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.","$414,000,000.00",118,Find your voice.
2844,13335,en,harold & kumar escape from guantanamo bay,25-04-2008,6.3,1101,"['Comedy', 'Adventure']","Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.","$43,493,123.00",107,This time they're running from the joint.
2845,732721,en,combat wombat,15-10-2020,6.9,21,"['Animation', 'Action', 'Comedy']","Maggie Diggins, a wombat turned Wonder Woman, unintentionally becomes the city's superhero after she begrudgingly saves a rookie superhero sugar glider from certain doom.","$153,303.00",85,She kicks wom-butt
2846,625450,en,tall girl,13-09-2019,6.4,1501,"['Comedy', 'Drama', 'Romance']","Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.",$0.00,101,"When you don't fit in, stand tall"
2847,6950,en,outbreak,10-03-1995,6.5,1650,"['Action', 'Drama', 'Science Fiction', 'Thriller']","A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.","$190,000,000.00",127,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.
2848,90,en,beverly hills cop,30-11-1984,7.2,2993,"['Action', 'Comedy', 'Crime']","The heat is on in this fast paced action-comedy starring Eddie Murphy as Axel Foley, a street smart Detroit cop tracking down his best friend's killer in Beverly Hills. Axel quickly learns that his wild style doesn't fit in with the Beverly Hills Police Department, which assigns two officers (Judge Reinhold & John Ashton) to make sure things don't get out of hand. Dragging the stuffy detectives along for the ride, Axel smashes through a huge culture clash in his hilarious, high-speed pursuit of justice. Featuring cameos by Paul Reiser, Bronson Pinchot and Damon Wayans, Beverly Hills Cop is an exhilarating, sidesplitting adventure.","$316,000,000.00",105,The Heat Is On!
2849,923,en,dawn of the dead,02-09-1978,7.5,1500,['Horror'],"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.","$55,000,000.00",127,"When thereâ€™s no more room in hell, the dead will walk the earth."
2850,778870,en,"strip down, rise up",05-02-2021,7.3,32,['Documentary'],"The feature documentary follows women of all walks of life, all ages and ethnic backgrounds, as they shed trauma, body image shame, sexual abuse and other issues locked in their bodies, and embark on a journey to reclaim themselves. The film also gives a rare window into the world of Pole artistry and expression.",$0.00,112,
2851,475210,en,how it ends,13-07-2018,5.3,1513,"['Science Fiction', 'Thriller', 'Mystery', 'Action', 'Adventure']",A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,$0.00,113,No one survives alone
2852,2280,en,big,03-06-1988,7.1,2720,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",When a young boy makes a wish at a carnival machine to be bigâ€”he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.,"$152,000,000.00",104,Have you ever had a really big secret?
2853,100241,en,"i, frankenstein",22-01-2014,5.3,1508,"['Horror', 'Thriller']","200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.","$76,801,179.00",92,"In the battle between good and evil, an immortal holds the key"
2854,454,en,romeo + juliet,01-11-1996,6.8,4043,"['Drama', 'Romance']","In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.","$147,000,000.00",120,My only love sprung from my only hate.
2855,414,en,batman forever,16-06-1995,5.4,4001,"['Action', 'Crime', 'Fantasy']",Batman must battle a disfigured district attorney and a disgruntled former employee with help from an amorous psychologist and a young circus acrobat.,"$337,000,000.00",121,"Courage now, truth always..."
2856,71668,en,piranha 3dd,11-05-2012,4.3,779,"['Horror', 'Thriller', 'Comedy']","After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.","$8,493,728.00",83,Twice the Teeth. Twice the Terror.
2857,857732,en,untold: crimes & penalties,31-08-2021,6.8,15,"['Documentary', 'Crime']","They were the bad boys of hockey â€” a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",$0.00,85,
2858,776527,en,"summer of soul (...or, when the revolution could not be televised)",02-07-2021,7.8,36,"['Documentary', 'Music']","During the same summer as Woodstock, over 300,000 people attended the Harlem Cultural Festival, celebrating African American music and culture, and promoting Black pride and unity. The footage from the festival sat in a basement, unseen for over 50 years, keeping this incredible event in America's history lostâ€”until now.",$0.00,117,
2859,9073,en,free willy 2: the adventure home,19-07-1995,6,442,"['Family', 'Adventure', 'Drama']",Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,"$30,000,000.00",95,The adventure is back. The fun is back. Willy's back. And this time he's brought his whole family to meet an old friend ... and take on a new challenge.
2860,31867,en,repo men,18-03-2010,6.3,1459,"['Action', 'Science Fiction', 'Thriller', 'Crime']","In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.","$18,409,891.00",111,"For a price, any organ in your body can be replaced. But it can also be repossessed."
2861,95610,en,bridget jones's baby,14-09-2016,6.5,2503,"['Comedy', 'Romance']","After breaking up with Mark Darcy, Bridget Jones's 'happily ever after' hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack, the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitch she can only be fifty percent sure of the identity of her baby's father.","$212,000,000.00",123,Old flame. New fling. Big problem.
2862,11665,en,get smart,19-06-2008,6.2,2774,"['Action', 'Comedy', 'Thriller']","When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?","$231,000,000.00",110,Saving The World...And Loving It!
2863,402331,en,hard target 2,14-07-2016,6.1,146,"['Action', 'Thriller']","Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.",$0.00,104,It's hunting season again...
2864,520466,en,lake placid: legacy,28-05-2018,5.2,101,"['Horror', 'Action', 'Science Fiction', 'TV Movie']","A group of young explorers discover a secret area hidden from all maps and GPS devices. When they reach the center of the lake, they discover an abandoned facility that houses one of the largest, and deadliest apex-predators known to man.",$0.00,90,
2865,5825,en,national lampoon's christmas vacation,30-11-1989,7.2,1659,['Comedy'],"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.","$71,319,546.00",97,Yule crack up.
2866,562446,en,stuntman,23-09-2018,6.4,13,['Documentary'],A veteran stuntman sets out to complete the jump that bested his idol Evel Knievel: clearing the Snake River Canyon in a rocket-powered craft.,$0.00,84,"The bigger the dream, the bigger the risk."
2867,9874,en,cobra,21-03-1986,6,1234,"['Action', 'Crime', 'Thriller']",A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.,"$49,042,224.00",87,Crime is a disease. Meet the cure.
2868,13190,en,dead space: downfall,27-10-2008,6.1,232,"['Animation', 'Horror', 'Science Fiction', 'Thriller']","On a deep space mining mission to a remote planet, an ancient religious relic - thought to be proof of the existence of God - is unearthed and brought aboard. When the unholy artifact unleashes a long-dormant alien race, its glimpse of Heaven transforms the ship into a living Hell. A prequel to the events of the 2008 video game Dead Space.",$0.00,74,Meet Your Maker.
2869,4643,en,the guardian,28-09-2006,7.1,1129,"['Drama', 'Action']","A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer, Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",$0.00,139,How Do You Decide Who Lives Or Who Dies?
2870,410554,en,first kill,21-07-2017,5.6,418,"['Action', 'Thriller', 'Crime']",A police chief tries to solve a kidnapping that involves a bank robber holding a young boy hostage.,$0.00,97,"When you only have one shot, don't miss."
2871,2493,en,the princess bride,25-09-1987,7.6,3531,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']","In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.","$30,861,665.00",99,It's as real as the feelings you feel.
2872,347031,en,swiss army man,24-06-2016,6.9,2685,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']","Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new â€œfriendâ€ and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.","$4,210,454.00",97,We all need somebody to lean on.
2873,8328,en,step up 2: the streets,14-02-2008,6.7,1896,"['Music', 'Drama', 'Romance']","When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets.","$151,000,000.00",98,It's not where you're from. It's where you're at.
2874,16052,en,selena,21-03-1997,7.8,953,"['Music', 'Drama', 'History']","In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.","$60,000,000.00",127,Discover the true story of one of America's brightest stars... that faded too soon.
2875,40264,en,vampires suck,18-08-2010,4.2,984,['Comedy'],"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom.","$80,547,866.00",82,Some sagas just won't die.
2876,527261,en,the silence,16-05-2019,6.1,1114,"['Horror', 'Drama', 'Thriller', 'Fantasy']","With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.","$2,325,977.00",91,They're listening.
2877,9659,en,mad max,12-04-1979,6.7,3210,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","In a dystopian world, a vengeful Australian policeman named Max sets out to stop a violent motorcycle gang.","$8,771,757.00",91,The Maximum Force Of The Future.
2878,9208,en,broken arrow,09-02-1996,6,1117,['Action'],"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.","$150,000,000.00",108,Prepare to Go Ballistic.
2879,5966,en,along came polly,16-01-2004,6,2254,"['Comedy', 'Romance']","Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there.","$178,000,000.00",90,"For the most cautious man on Earth, life is about to get interesting."
2880,288036,en,sleeping with other people,26-06-2015,6.3,687,['Comedy'],"Can two serial cheaters get a second chance at love? After a one-night stand in college, New Yorkers Lainey and Jake meet by chance twelve years later and discover they each have the same problem: because of their monogamy-challenged ways, neither can maintain a relationship. Determined to stay friends despite their mutual attraction, they make a pact to keep it platonic, a deal that proves easier said than done.","$3,214,116.00",100,A romantic comedy with commitment issues.
2881,288158,en,the woman in black 2: angel of death,30-12-2014,5.2,853,"['Thriller', 'Horror', 'Drama']","40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrive, awakening the house's darkest inhabitant.","$48,854,305.00",98,She Never Left
2882,11774,en,lemony snicket's a series of unfortunate events,16-12-2004,6.8,4151,"['Adventure', 'Comedy', 'Family']","Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.","$209,000,000.00",108,Mishaps. Misadventures. Mayhem. Oh Joy.
2883,26466,en,triangle,16-10-2009,6.9,1774,['Horror'],"When Jess sets sail on a yacht with a group of friends, she cannot shake the feeling that there is something wrong. Her suspicions are realized when the yacht hits a storm and the group is forced to board a passing ocean liner to get to safety, a ship Jess is convinced sheâ€™s been on before.","$1,594,955.00",99,Fear comes in waves.
2884,397722,en,thoroughbreds,09-03-2018,6.4,822,"['Drama', 'Thriller']","Two teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. In the process, they learn that neither is what she seems to be, and that a murder might solve both of their problems.","$2,830,775.00",92,Good breeding gone bad
2885,60405,en,sharpay's fabulous adventure,19-04-2011,6,455,"['Family', 'Music']","After a talent scout spots her performing with her dog Boi at a charity gala, Sharpay Evans sets off for the bright lights of NYC, convinced instant fame and fortune are in the bag. But theatre's a dog-eat-dog world. Fortunately, Sharpay also meets Peyton, a handsome student filmmaker who finds Sharpay nearly as fascinating as she finds herself.",$0.00,90,
2886,292011,en,richard jewell,13-12-2019,7.5,1704,"['Drama', 'History', 'Crime']","Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage.","$33,904,605.00",131,The world will know his name and the truth.
